_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3176059,323872171,23168472,0,2023-10-23T12:00:00,"200 Block N N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,99,9993 PFA Service with Weapons Supplement,1115,,,,
3176060,323873433,23168491,0,2023-10-23T11:00:00,"5000 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,99,9993 PFA Service with Weapons Supplement,1016,,,,
3176061,323875232,23168516,0,2023-10-23T12:10:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): ,1803,3,5,-79.99370505437578,40.42180225515111
3176062,323945359,23168848,18,2023-10-24T10:00:00,"1200 Block Yetta Ave Pittsburgh, PA 15212",Y,Spring Hill-City View,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2620,1,1,-79.9930113082597,40.46320400557093
3176063,323975608,23169204,6,2023-10-24T18:00:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2708,1,1,-80.03519808011238,40.48325452805599
3176064,324700395,23174920,10,2023-11-03T15:00:00,"700 Block Mellon St Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific),1102,,,,
3176065,324703961,23175365,0,2023-11-04T10:16:00,"200 Block Peach St Erie, PA 16509",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,,
3176066,324711511,23175464,18,2023-11-04T14:13:00,"400 Block Blvd Of The Allies Pittsburgh, PA 15219",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,201,,,,
3176067,324715767,23175566,99,2023-11-04T17:49:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1306,9,2,-79.87406755546291,40.45320444634244
3176068,324715775,23175547,0,2023-11-04T17:30:00,"1000 Block Wheeler St Pittsburgh, PA 15221",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,9,2,-79.88451391990868,40.45768103919456
3176069,323228938,23162622,0,2023-10-13T06:53:00,"7100 Block Tilden St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1202,9,2,-79.89493482037162,40.464849952137456
3176070,323267833,23162778,6,2023-10-13T12:00:00,"2100 Block Vodeli St Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1920,4,5,-80.02828273274952,40.4050532333116
3176071,323328706,23163847,99,2023-10-15T09:30:00,"2400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1609,3,3,-79.97086068651069,40.42788269881993
3176072,323331605,23163877,0,2023-10-15T11:21:00,"Bizet St & N Charles St Pittsburgh, PA 15214",N,Perry South,1,99,9998 Overdose Other,2615,6,1,-80.019775262305,40.466464736159054
3176073,323341747,23164005,6,2023-10-15T17:23:00,"400 Block N Taylor Ave Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2206,1,1,-80.01127238286466,40.45676308331648
3176074,324621143,23174439,17,2023-11-02T18:17:00,"Colwell St & Dinwiddie St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,OPEN LEWDNESS,5901 Open Lewdness. / 13(a)(32) Paraphernalia - Use or Possession,305,6,3,-79.98072576800557,40.43905499671826
3176075,324625307,23174536,0,2023-11-02T21:45:00,"200 Block Joyce Ter Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1515,,,,
3176076,324629735,23174595,6,2023-11-02T23:45:00,"Fulton St & Page St Pittsburgh, PA 15233",N,Manchester,1,THEFT FROM AUTO,3934 Theft from Vehicle,2107,6,1,-80.02385993486092,40.45160466353328
3176077,324632252,23174651,27,2023-11-03T02:45:00,"700 Block Casino Dr Pittsburgh, PA 15212",N,Manchester,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2107,,,,
3176078,324632680,23171301,27,2023-10-28T03:45:00,"400 Block Ormsby St Pittsburgh, PA 15210",Y,Mount Oliver,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1607,3,3,-79.98162323951387,40.412632050651965
3176079,324652675,23174786,14,2023-11-03T10:00:00,"2800 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief.,203,7,6,-79.97522516855234,40.45685224474889
3176080,324673641,23174883,6,2023-11-03T13:17:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant",201,6,6,-79.99740883167522,40.441533222252524
3176081,324675703,23174439,17,2023-11-02T18:17:00,"Colwell St & Dinwiddie St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,OPEN LEWDNESS,5901 Open Lewdness. / 13(a)(32) Paraphernalia - Use or Possession,305,6,3,-79.98072576800557,40.43905499671826
3176082,324687729,23175114,6,2023-11-03T20:45:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,6,3,-79.95199168900636,40.451909654279476
3176083,323412875,23164326,3,2023-10-16T11:10:00,"Nash St & Lockhart St Pittsburgh, PA 15212",Y,East Allegheny,1,ROBBERY,3701 Robbery. / 3702 Robbery of Motor Vehicle. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault.,2304,1,1,-79.9978794897228,40.452814257752934
3176084,323710759,23166728,14,2023-10-20T12:35:00,"1100 Block Arlington Ave Pittsburgh, PA 15203",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt / 907 Possessing Instruments of Crime.,1803,3,5,-79.99126831141189,40.4225305845393
3176085,324046008,23169588,0,2023-10-25T09:30:00,"2100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,3,-79.97607196692113,40.42831461030255
3176086,324776485,23176311,6,2023-11-06T08:20:00,"2100 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1413,5,3,-79.92323754745422,40.433514196571934
3176087,324778956,23176327,6,2023-11-06T08:15:00,"80 Block S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.98422359802768,40.42733103114618
3176088,324790545,23176354,27,2023-10-29T23:05:00,"5th Ave & Wilkins Ave Pittsburgh, PA 15232",Y,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,703,8,3,-79.93729511401358,40.44780010041867
3176089,324796935,23176348,11,2023-11-05T08:00:00,"1900 Block Fairlawn St Pittsburgh, PA 15221",N,East Hills,5,CREDIT CARDS,4106 Access Device Fraud,1306,,,-79.87019109385152,40.44904217940794
3176090,324798978,23176367,6,2023-11-06T11:06:00,"1500 Block Creedmoor Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1918,4,5,-80.01197555016127,40.38874256573439
3176091,324801822,23176416,6,2023-11-06T11:30:00,"2500 Block Allequippa St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,402,6,3,-79.96771373707432,40.44112611443261
3176092,324803758,23176426,14,2023-11-06T05:00:00,"3600 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,405,3,3,-79.95744380996236,40.44027243912023
3176093,324810483,23176473,0,2023-11-06T14:41:00,"1300 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2715,1,1,-80.03026917178845,40.469230793316164
3176094,324815355,23176499,5,2023-11-02T19:00:00,"Courtright St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,BURGLARY,3502 Burglary.,2715,1,1,-80.03122176111421,40.47559010935904
3176095,324819118,23176555,0,2023-11-06T16:48:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9994 PFA Service,2507,6,1,-80.01656850562077,40.45687440924445
3176096,324838295,23176708,99,2023-11-06T21:10:00,"200 Block Voeghtly St & River Ave Pittsburgh, PA 15212",N,North Shore,1,AIDED CASE,9497 Aided Case,2205,,,,
3176097,324842117,23176743,27,2023-11-07T00:00:00,"Broadway Ave & Coast Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident.,1916,4,5,-80.02479847303671,40.40866553176616
3176098,324844104,23176737,27,2023-11-06T22:00:00,"200 Block S Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,404,8,3,-79.94921360638956,40.44614648814841
3176099,323509338,23165080,5,2023-10-17T01:45:00,"400 Block Forbes Ave Pittsburgh, PA 15219",N,Central Business District,2,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,201,8,3,-79.9525636026632,40.44289648145832
3176100,323513746,23165175,10,2023-10-17T17:17:00,"1100 Block Chislett St Pittsburgh, PA 15206",Y,Morningside,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1014,7,2,-79.92949057915322,40.47706455165042
3176101,323572433,23165543,6,2023-10-15T00:01:00,"300 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2709(a) Harassment.,705,,,,
3176102,323574037,23165585,0,2023-10-18T00:01:00,"600 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,507,6,3,-79.95418147559153,40.4575761662433
3176103,323626451,23166074,3,2023-10-19T11:50:00,"Wood St & Oliver Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,201,6,6,-79.99991930451849,40.44145622520351
3176104,324177255,23170774,27,2023-10-26T14:24:00,"500 Block N Mathilda St Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1017,9,2,-79.94512333355881,40.46856081374881
3176105,324180188,23170737,6,2023-10-25T15:00:00,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,2304,1,1,-80.0005722777536,40.453500256542384
3176106,324182160,23170789,0,2023-10-27T10:11:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3176107,324182196,23170802,6,2023-10-27T10:00:00,"7300 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1303,9,2,-79.89601866630254,40.453474019835525
3176108,324192855,23170380,6,2023-10-20T16:35:00,"1300 Block Harlow St Pittsburgh, PA 15204",N,Chartiers City,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.,2021,2,5,-80.07080434290758,40.45821773178587
3176109,324198466,23170974,27,2023-10-27T08:45:00,"6300 Block Marchand St Pittsburgh, PA 15206",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,708,8,2,-79.92235926619887,40.45720383333771
3176110,323409285,23164302,0,2023-10-16T13:35:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2704,1,1,-80.02572602127425,40.4663049746871
3176111,323431956,23164503,6,2023-10-13T07:49:00,"1100 Block Lincoln Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.90004659627567,40.46424362652595
3176112,324050498,23169689,99,2023-10-25T17:00:00,"1400 Block Chicago St Pittsburgh, PA 15214",Y,Northview Heights,1,AIDED CASE,9497 Aided Case,2609,,,,
3176113,324059609,23168221,99,2023-10-23T14:52:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2018,2,5,-80.04925595778866,40.45329993217766
3176114,324060361,23169868,0,2023-10-25T21:10:00,"6800 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,99,9994 PFA Service,1405,9,2,-79.90833513853711,40.4546578651435
3176115,324087380,23170075,0,2023-10-26T08:38:00,"2600 Block Neeld Ave Pittsburgh, PA 15216",N,Beechview,6,99,9998 Overdose Other,1920,4,5,-80.0291855597803,40.4028241273205
3176116,324719657,23175583,18,2023-11-04T18:43:00,"Bennett St & Tokay St Pittsburgh, PA 15221",N,East Hills,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals.,1306,9,2,-79.88070585387179,40.45470439378665
3176117,324720900,23175642,27,2023-11-04T20:50:00,"Baum Blvd & Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,7,2,-79.93964316707483,40.45663498367191
3176118,324722708,23175690,0,2023-11-04T23:02:00,"Bigelow Blvd & Bloomfield Brg Pittsburgh, PA 15213",Y,Polish Hill,2,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3802(a)(1) DUI - General Impairment,605,7,6,-79.95790763684636,40.458807116541294
3176119,324722787,23175730,14,2023-11-04T23:30:00,"2100 Block Reed St Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,,,,
3176120,324723512,23175750,14,2023-11-05T01:34:00,"2300 Block Wrights Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97295109019201,40.42880051485488
3176121,324724303,23175754,10,2023-11-05T01:02:00,"7700 Block Hamilton Ave Pittsburgh, PA 15221",Y,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1304,9,2,-79.88909220258323,40.45256859193237
3176122,324725301,23175738,18,2023-11-05T00:39:00,"N Braddock Ave & Hamilton Ave Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,"13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3351 Stop, Stand and Park Outside Bus. and Res.  / 3334 Turning Movements and Required Signals.",1303,9,2,-79.89111182926251,40.45317283724237
3176123,324729827,23175834,99,2023-11-05T07:19:00,"300 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),507,6,3,-79.95075289711669,40.45245458694854
3176124,323996562,23169391,0,2023-10-25T06:16:00,"100 Block Tarragonna St Pittsburgh, PA 15210",N,Bon Air,3,99,9999 9999 - (Misc. Incident):  / 901 Criminal Attempt,1806,4,5,-79.99688846238627,40.41054061199542
3176125,324042686,23169544,10,2023-10-25T12:10:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.99740883167522,40.441533222252524
3176126,324047405,23169652,99,2023-10-25T15:50:00,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",Y,Sheraden,6,DOG BITE,9492 Dog Bite,2018,,,,
3176127,324196638,23170905,10,2023-10-26T23:00:00,"3400 Block Webster Ave Pittsburgh, PA 15219",N,Upper Hill,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 9012 Non-Violent Domestic,506,6,3,-79.9616500933705,40.45485487361505
3176128,324202304,23170994,99,2023-10-27T17:50:00,"100 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.00287657553382,40.44141412630589
3176129,324691419,23175206,0,2023-11-04T00:23:00,Zone 2,N,,2,99,9999 9999 - (Misc. Incident): Sexual assault,,,,,
3176130,324691439,23175184,4,2023-11-03T23:35:00,"4000 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,AGG-ASSAULT,2702 Aggravated Assault.,903,7,2,-79.95725055025468,40.46282248753833
3176131,324692743,23175260,10,2023-11-04T03:10:00,"100 Block 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,603,,,,
3176132,324706640,23175446,6,2023-11-04T13:20:00,"5th Ave & Miltenberger St Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,103,6,3,-79.98136877054557,40.43839455588327
3176133,324706635,23175423,27,2023-11-04T11:00:00,"Dawson St & Oakland Way Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,406,3,3,-79.95214668032847,40.43776617954764
3176134,324706788,23175436,6,2023-11-04T12:55:00,"1700 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,203,7,6,-79.98569266344448,40.44966475859352
3176135,324710114,23175461,18,2023-11-04T14:01:00,"300 Block Forbes Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 5505 Public Drunkenness,201,6,6,-80.00076025677991,40.439953419738366
3176136,324721058,23175619,18,2023-11-04T20:11:00,"Kelly St & Durango Way Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers.,1304,9,2,-79.88939114289559,40.453800533092455
3176137,324722528,23175695,0,2023-11-04T23:40:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9994 PFA Service,509,6,3,-79.97427399849045,40.44961434187343
3176138,323705193,23166745,0,2023-10-20T13:10:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,99,9994 PFA Service,2019,7,2,-79.95794766796888,40.467383013699234
3176139,323970783,23169115,0,2023-10-24T17:30:00,"1500 Block Brighton Rte Pittsburgh, PA 15212",Y,California-Kirkbride,1,99,9999 9999 - (Misc. Incident): ,2507,6,1,-80.01656850562077,40.45687440924445
3176140,324024470,23169467,99,2023-10-24T13:00:00,"2000 Block Jacob St Pittsburgh, PA 15210",N,Brookline,6,FOUND PROPERTY,9489 Found Property,3206,4,5,-79.9992681179769,40.39220787830839
3176141,324218434,23171333,99,2023-10-28T05:43:00,"2300 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,AIDED CASE,9497 Aided Case / 3736 Reckless Driving,1609,3,3,-79.97302444869672,40.42724144170639
3176142,324865696,23176907,99,2023-11-07T10:05:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,6,1,-80.01656850562077,40.45687440924445
3176143,324913736,23176649,6,2023-11-06T19:02:00,"5900 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,,,,
3176144,324914737,23177061,10,2023-11-07T02:35:00,"1800 Block One Wild Pl Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific),1106,,,,
3176145,324934525,23177212,0,2023-11-07T19:21:00,"Liberty Ave & Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,7,2,-79.94806923760972,40.461135430722514
3176146,324939612,23177202,10,2023-11-07T19:22:00,"1500 Block Rockland Ave Pittsburgh, PA 15216",Y,Central Business District,6,SIMPLE ASSAULT,2701 Simple Assault.,1916,4,5,-80.02036781481688,40.41203819237264
3176147,323659552,23166298,18,2023-10-19T17:48:00,"Centre Ave & Grove St Pittsburgh, PA 15219",Y,Middle Hill,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance,501,6,3,-79.97962118956211,40.44404496486004
3176148,323664572,23166376,27,2023-10-19T20:40:00,"N Dallas Ave & Penn Ave Pittsburgh, PA 15208",N,Point Breeze North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1405,8,3,-79.90819455788883,40.451494575066846
3176149,323697054,23166651,10,2023-10-20T10:05:00,"3100 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2715,1,1,-80.03143332166242,40.47333758231309
3176150,-3707010945,23166702,6,2023-10-20T12:04:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,3,-79.97643264287119,40.43034081399975
3176151,324204212,23171061,6,2023-10-27T12:45:00,"6400 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.91743506731456,40.45751349471281
3176152,324209307,23171114,9,2023-10-27T21:26:00,"Cedar Ave & Pressley St Pittsburgh, PA 15212",Y,Allegheny Center,1,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2204,1,1,-80.00114903409869,40.4516250109702
3176153,324210636,23171153,14,2023-10-27T22:43:00,"Blvd Of The Allies & Parkview Ave Pittsburgh, PA 15213",Y,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 903 Criminal Conspiracy. / 907 Possessing Instruments of Crime.",406,3,3,-79.95221619540119,40.43425360298497
3176154,324211866,23171182,10,2023-10-27T23:08:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,HARRASSMENT,2709(a) Harassment.,804,7,2,-79.94652203732653,40.45431575916028
3176155,324213604,23171240,10,2023-10-28T01:30:00,"5300 Block Natrona Way Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,1011,,,,
3176156,324215181,23171315,99,2023-10-28T03:08:00,"8000 Block Bennett St Pittsburgh, PA 15221",Y,East Hills,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1306,9,2,-79.8841190303238,40.45393259937531
3176157,324216542,23170978,27,2023-10-27T17:07:00,"Friendship Ave & Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,809,7,2,-79.94773997309643,40.46286583381169
3176158,324216965,23171137,99,2023-10-27T22:20:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,7,6,-79.9923774443368,40.44416294450934
3176159,324235725,23171536,0,2023-10-28T14:56:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9994 PFA Service,1403,8,3,-79.92333664685833,40.44142299875309
3176160,324243947,23171710,99,2023-10-28T20:59:00,"1200 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,FOUND DRUGS,9017 Found Drugs,203,7,6,-79.99295572113269,40.446374452160406
3176161,324248747,23171851,14,2023-10-29T01:24:00,"4300 Block Murray Ave Pittsburgh, PA 15217",N,Greenfield,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1517,5,3,-79.92906146201615,40.42177863332509
3176162,324248848,23171818,24,2023-10-29T00:45:00,"50 Block 11th St Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,201,3,3,-79.98767553769906,40.42896749627302
3176163,324102986,23170125,9,2023-10-26T09:30:00,"7000 Block Willard St Pittsburgh, PA 15208",N,Point Breeze,4,FORGERY,4101 Forgery. / 4120 Identity Theft / 4106 Access Device Fraud,1406,9,3,-79.90871658387287,40.44608127214288
3176164,324133917,23170419,4,2023-10-26T17:48:00,"800 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 903 Criminal Conspiracy.,201,6,6,-79.99891918859558,40.442686358914685
3176165,324144522,23170591,0,2023-10-26T22:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,611.07 (A) False Alarm Penalty (Fire Alarms),103,6,6,-79.99459104985328,40.435334670473395
3176166,324156746,23170683,6,2023-10-27T07:30:00,"1500 Block Termon Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2701,1,1,-80.03844668906889,40.48275148803192
3176167,-3724000269,23170713,6,2023-10-27T08:58:00,"200 Block Carnegie Pl Pittsburgh, PA 15208",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1406,9,3,-79.89883207175076,40.447230344973846
3176168,324183311,23170785,6,2023-10-26T18:40:00,"1800 Block Bentley Dr Pittsburgh, PA 15219",Y,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,511,6,3,-79.97407657843345,40.44081639092915
3176169,324731737,23175860,27,2023-11-05T01:00:00,"700 Block Casino Dr Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2108,,,,
3176170,324732203,23175878,11,2023-11-05T05:15:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,CREDIT CARDS,4106 Access Device Fraud,2708,1,1,-80.03519808011238,40.48325452805599
3176171,-3545226534,23175931,14,2023-11-05T10:00:00,"2300 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97291060170967,40.42923515849184
3176172,324737280,23175910,6,2023-11-05T11:28:00,"5400 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,703,8,2,-79.93546843810113,40.450646430444735
